name,area,id,total_space,lat,lng
澄清湖(第一停車場),鳥松區,501218012,29,22.65561,120.34797
博愛重和路口(路口兩處),左營區,501207099,19,22.68411,120.31298
博愛扶輪公園(博愛四路側),左營區,501207100,22,22.68267,120.31183
霞海東二霞海中街口,仁武區,501214017,11,22.68857,120.32424
五權國小,苓雅區,501202069,15,22.62044,120.32396
立民公有停車場,楠梓區,501210063,30,22.74212,120.33665
清福公園,楠梓區,501210065,10,22.74110,120.32938
福東國小,苓雅區,501202067,15,22.62394,120.32889
新民國小(重立路),左營區,501207102,18,22.67728,120.31442
榮光公有停車場,左營區,501207095,10,22.68506,120.32173
鳳山地政事務所(忠義街),鳳山區,501206099,19,22.62782,120.35125
裕興華泰路185巷口,鼓山區,501209055,14,22.66984,120.29242
高雄師大附中(凱旋二路),苓雅區,501202057,35,22.62560,120.32321
五塊厝公園,苓雅區,501202059,20,22.62757,120.32736
福德河北路口(東南側),苓雅區,501202056,12,22.62696,120.32690
林靖公園,苓雅區,501202064,16,22.62350,120.32692
新強輜汽路口,鳳山區,501206105,16,22.61659,120.33882
三多廣州二街口,苓雅區,501202061,11,22.61877,120.31957
東光國小,三民區,501203081,22,22.64963,120.34078
新正薪醫院,前鎮區,501208067,10,22.60797,120.31802
前金國小(成功路),前金區,501205027,10,22.62583,120.29317
立德棒球場(旺盛街),前金區,501205030,10,22.62985,120.28820
幸福新城,楠梓區,501210030,16,22.72337,120.29130
大同國小(大同路),新興區,501201026,15,22.62823,120.29895
捷運市議會站(1號出口),前金區,501205028,10,22.62917,120.29380
七賢成功路口東北側,前金區,501205029,10,22.63163,120.29105
建國三路中庸街口,三民區,501203084,11,22.63560,120.28952
自立自立一路161巷口,三民區,501203092,20,22.63959,120.29641
成功國小(華新街),苓雅區,501202055,15,22.61409,120.29736
中山東路5巷口,鳳山區,501206096,15,22.62068,120.36257
新民國小(重立路232巷口),左營區,501207101,17,22.67606,120.31468
康定康定路166巷口,前鎮區,501208069,10,22.58932,120.31634
七賢府北路口西側,鹽埕區,501204013,15,22.62962,120.28513
前鎮高中(樹人路側),前鎮區,501208068,10,22.58756,120.32066
成功特殊教育學校,前鎮區,501208079,12,22.60568,120.30235
獅甲社區,前鎮區,501208077,10,22.60331,120.30569
正勤停車場,前鎮區,501208078,19,22.60431,120.30914
中華苓雅二路口,苓雅區,501202065,15,22.61786,120.30016
中山四維四路口,苓雅區,501202068,18,22.61734,120.30312
武廟大順三路口,苓雅區,501202066,10,22.63169,120.32421
保安二鳳燕一街口,鳳山區,501206104,14,22.59919,120.34234
鳳翔國中,鳳山區,501206103,11,22.59699,120.34714
英德街公有民營停車場,前鎮區,501208075,12,22.61387,120.32246
光華國中(和平二路),前鎮區,501208076,15,22.61156,120.32244
四維國小(民權一路),苓雅區,501202058,15,22.62297,120.31252
中山大學圖資大樓,鼓山區,501209052,22,22.62708,120.26611
中華美術北三路口北側,鼓山區,501209053,20,22.66267,120.29222
北凱旋公園,苓雅區,501202062,10,22.63012,120.32237
捷運凹子底站(3號出口),左營區,501207049,20,22.65777,120.30317
瑞福路公共停車場,前鎮區,501208074,19,22.60770,120.33543
左營(舊城)車站,左營區,501207054,26,22.67420,120.29360
德民藍昌路口東側,楠梓區,501210016,15,22.72198,120.29105
路科宿舍,路竹區,501224005,15,22.84421,120.24550
鳳山新城甲社區,鳳山區,501206091,14,22.62995,120.37211
圓山大飯店,鳥松區,501218013,15,22.65458,120.34576
山明北林路口,小港區,501212027,15,22.56559,120.36428
文學公園(華夏路側),左營區,501207094,13,22.68913,120.31800
文學公園(文學路),左營區,501207096,15,22.68994,120.31841
民族霞海路口,左營區,501207098,13,22.68992,120.32142
外環西加昌路口,楠梓區,501210060,17,22.71620,120.30093
外環西創意南路口,楠梓區,501210061,20,22.71328,120.30215
楠梓車站,楠梓區,501210050,30,22.72691,120.32452
高雄大學理學院南側,楠梓區,501210051,15,22.73514,120.28590
高雄大學社科院西側,楠梓區,501210052,17,22.73591,120.28088
高雄大學第一宿舍東側,楠梓區,501210053,32,22.73584,120.27799
黃埔新村,鳳山區,501206090,14,22.62009,120.36395
捷運三多商圈站(7號出口),苓雅區,501202035,30,22.61482,120.30407
楠梓區九號公園,楠梓區,501210055,14,22.71652,120.28292
捷運三多商圈站(2號出口),苓雅區,501202034,16,22.61256,120.30491
岡山國小,岡山區,501216022,16,22.79109,120.29305
河華前峰路口,岡山區,501216023,21,22.79871,120.28387
同慶停車場,苓雅區,501202060,21,22.62820,120.32330
橋頭國中,橋頭區,501220010,18,22.75878,120.30694
灣福兒童公園,三民區,501203079,13,22.65359,120.31724
益群橋東南側,楠梓區,501210056,13,22.72562,120.29663
大學二十一路公園,楠梓區,501210059,15,22.72133,120.27759
大學西路口(第一綜合大樓),楠梓區,501210006,31,22.73017,120.27850
翠屏兒童遊戲場,楠梓區,501210049,10,22.72849,120.30123
德民路356巷德賢路口西北側,楠梓區,501210026,15,22.72677,120.30450
橋頭地方法院(橋新二路側),橋頭區,501220007,16,22.73750,120.30660
美術東二明誠路口(西南側),鼓山區,501209018,20,22.66118,120.28836
捷運西子灣站(2號出口),鼓山區,501209023,27,22.62118,120.27523
捷運西子灣站(1號出口),鼓山區,501209026,17,22.622126,120.273481
樂活公園(大學二十六街),楠梓區,501210058,15,22.72603,120.27559
忠孝國中(國興街),鳳山區,501206058,25,22.61888,120.34601
本安生態滯洪公園,三民區,501203083,10,22.65091,120.33740
高雄大學(大學西路側),楠梓區,501210054,23,22.73210,120.27641
榮新公園西南側,楠梓區,501210057,17,22.71245,120.29849
澄清湖(後門),鳥松區,501218011,15,22.66833,120.34591
三民游泳池,三民區,501203065,16,22.64248,120.30871
河堤南自由路口,三民區,501203066,16,22.65436,120.30887
哨船安海街口(東側),鼓山區,501209022,10,22.61905,120.26924
鹽埕立體停車場,鹽埕區,501204009,20,22.62495,120.28591
左營國小,左營區,501207064,29,22.69057,120.29246
大寮區公所,大寮區,501219014,17,22.60540,120.39546
岡山稽徵所(健鷹南路側),岡山區,501216014,14,22.78505,120.29093
龍華市場(忠言路側),左營區,501207093,12,22.65835,120.30596
竹林公園,橋頭區,501220003,16,22.75629,120.30563
龍勝大順路口,鼓山區,501209043,25,22.65452,120.29565
高雄市政府警察局,前金區,501205019,28,22.62774,120.29085
高鐵左營站,左營區,501207068,31,22.68667,120.30827
道明中學,苓雅區,501202042,41,22.63313,120.32356
臺鐵新左營站,左營區,501207072,22,22.68850,120.30744
河東河北路口,三民區,501203073,24,22.63303,120.28608
高雄女中(英雄路口),前金區,501205020,30,22.62079,120.29366
輕軌光榮碼頭站,苓雅區,501202050,16,22.61728,120.29356
聖和公園,前鎮區,501208058,16,22.61211,120.32349
七號公園(加宏路側),楠梓區,501210046,20,22.71768,120.29551
瑞豐公車總站,前鎮區,501208060,16,22.60614,120.33876
華榮公園,鼓山區,501209029,53,22.66444,120.29690
市議會(新址),鳳山區,501206065,28,22.61981,120.34804
莊敬公園,三民區,501203057,26,22.65962,120.32475
福山廣場(文川路側),左營區,501207071,26,22.68588,120.31401
駁二藝術特區(必信街),鹽埕區,501204008,15,22.61938,120.28481
生日公園,苓雅區,501202047,22,22.61782,120.30503
彌陀漁民活動中心,彌陀區,501223001,10,22.76143,120.23470
捷運橋頭糖廠站(1號出口),橋頭區,501220009,13,22.75242,120.31429
小港森林公園(華山路),小港區,501212025,15,22.56779,120.36660
佛公國小,前鎮區,501208036,27,22.57382,120.32004
橋頭地檢署,橋頭區,501220002,17,22.73908,120.30490
漁港公園,林園區,501215007,10,22.48594,120.39934
清水巖榕樹休憩公園,林園區,501215006,10,22.52183,120.39078
客家文物館,三民區,501203054,22,22.65057,120.29572
捷運都會公園站(4號出口),楠梓區,501210036,27,22.73021,120.32053
左營高中,左營區,501207067,56,22.69355,120.29548
原住民故事館,前鎮區,501208039,22,22.59392,120.31624
新泰兒童公園,鳳山區,501206082,15,22.61092,120.34361
公二十七公園,鳳山區,501206042,15,22.58804,120.36518
北屋滯洪公園,仁武區,501214006,14,22.68048,120.33415
八卦里滯洪公園,仁武區,501214016,14,22.68353,120.32904
捷運青埔站(1號出口)西側,橋頭區,501220008,18,22.74393,120.31747
合群新城(緯九海景街口),左營區,501207079,16,22.69551,120.28738
北辰兒童公園,鳳山區,501206086,10,22.64049,120.36537
寶業里滯洪池,三民區,501203060,22,22.63999,120.34634
鼎泰廣場,三民區,501203082,39,22.66374,120.31536
願景橋,鼓山區,501209037,16,22.65081,120.28753
龍華國中(靠近大順一路口),左營區,501207087,16,22.65708,120.30891
中崙公園,鳳山區,501206085,16,22.59713,120.35371
蓮池潭(高雄物產館),左營區,501207061,26,22.68059,120.29746
夢時代購物中心,前鎮區,501208034,19,22.59586,120.30493
世運主場館,左營區,501207066,29,22.70252,120.29258
二聖公園,前鎮區,501208056,27,22.61385,120.31830
輕軌內惟藝術中心,鼓山區,501209049,20,22.655019,120.282409
中四中一路口,前鎮區,501208040,10,22.60169,120.29173
高雄高商(復興路),新興區,501201024,24,22.62516,120.30845
二甲里活動中心,鳳山區,501206061,16,22.59904,120.33974
新甲兒童公園,鳳山區,501206060,15,22.60761,120.34318
新光中山路口,前鎮區,501208053,21,22.61213,120.30491
捷運獅甲站(2號出口),前鎮區,501208030,38,22.60580,120.30857
高雄市漁民服務中心,前鎮區,501208037,28,22.57217,120.31748
國昌國中,楠梓區,501210047,16,22.71917,120.28600
輕軌前鎮之星站,前鎮區,501208062,16,22.59634,120.31537
路竹夜市,路竹區,501224001,20,22.853772,120.262693
武松公園,鳳山區,501206046,14,22.63655,120.36397
捷運世運站(1號出口),左營區,501207065,27,22.70075,120.30203
澄清湖(兒童園區),鳥松區,501218010,30,22.65811,120.34611
小港區公所,小港區,501212026,23,22.56507,120.33839
德賢德惠路口西北側,楠梓區,501210042,28,22.72623,120.30250
屏山國小,左營區,501207090,14,22.69372,120.30194
捷運油廠國小站(1號出口),楠梓區,501210048,13,22.70783,120.30205
澄清湖,鳥松區,501218004,29,22.65356,120.34928
茄萣海岸公園,茄萣區,501217004,15,22.90801,120.17704
永安區休閒公園,永安區,501227001,10,22.81868,120.22639
凹子底森林公園(神農路),鼓山區,501209030,18,22.65787,120.29659
河堤公園(明誠二路側),左營區,501207063,31,22.66090,120.31080
微笑公園(博愛三路50巷口),左營區,501207092,32,22.67184,120.30448
輔英科技大學,大寮區,501219012,40,22.60402,120.39113
自由黃昏市場,左營區,501207075,27,22.67216,120.31135
管仲民裕路口,前鎮區,501208046,16,22.60557,120.31267
民權少康街口,前鎮區,501208048,23,22.60933,120.31310
中山時代大道口(西北角),前鎮區,501208031,28,22.59878,120.31339
高雄市政府消防局,前鎮區,501208057,28,22.59309,120.30735
中山公園,鳳山區,501206068,15,22.61420,120.36050
捷運市議會站(4號出口),前金區,501205026,19,22.62950,120.29547
六合公園(七賢路),新興區,501201019,28,22.63420,120.30590
中山民生圓環,新興區,501201020,24,22.62790,120.30149
民權民生路口,新興區,501201025,24,22.62723,120.31086
前鎮民權公園,前鎮區,501208063,16,22.61351,120.31397
中華忠勤路口,前鎮區,501208054,28,22.60527,120.30493
台鋁廣場(成功二路),前鎮區,501208045,32,22.60336,120.30201
孔營蓮潭路口,左營區,501207069,29,22.68794,120.29751
龍虎塔,左營區,501207070,28,22.67993,120.29210
長青綜合服務中心,苓雅區,501202053,15,22.62312,120.32209
捷運三多商圈站(5號出口),苓雅區,501202036,39,22.61435,120.30466
西子灣風景區,鼓山區,501209032,28,22.61824,120.26609
捷運技擊館站(2號出口),苓雅區,501202039,26,22.62737,120.33365
哈瑪星鐵道文化園區(臨海新路),鼓山區,501209035,28,22.62034,120.27711
凱旋醫院,苓雅區,501202049,20,22.62489,120.32405
輕軌真愛碼頭站,鹽埕區,501204007,21,22.61978,120.28893
中正正言路口,苓雅區,501202038,28,22.62896,120.32899
新樂截流抽水站,鹽埕區,501204010,23,22.62300,120.28915
仁和公園,仁武區,501214011,16,22.68110,120.35180
科工館,三民區,501203052,27,22.639607,120.323976
正修科技大學,鳥松區,501218005,28,22.65070,120.34880
捷運文化中心站(3號出口),苓雅區,501202037,25,22.62977,120.31825
高雄市立旗津醫院(旗港路),旗津區,501211002,15,22.59014,120.28519
南屏大順路口,鼓山區,501209033,20,22.65578,120.29991
澄清湖(海洋奇珍園),鳥松區,501218007,13,22.65586,120.35155
澄清湖(仁智亭),鳥松區,501218008,31,22.66249,120.34179
雄峰公園,鼓山區,501209038,16,22.66754,120.28530
台鐵美術館車站,鼓山區,501209046,22,22.65204,120.28111
捷運南岡山站(2號出口),岡山區,501216021,38,22.78133,120.30169
捷運巨蛋站(3號出口),左營區,501207060,43,22.66598,120.30310
加昌國小,楠梓區,501210035,24,22.72149,120.29659
英明公園,苓雅區,501202052,27,22.61635,120.32488
高雄科技大學旗津校區,旗津區,501211001,38,22.60825,120.27226
舊鐵橋濕地公園,大樹區,501226002,15,22.662122,120.426808
橋頭車站,橋頭區,501220004,20,22.76104,120.31000
高科運動公園,路竹區,501224002,15,22.82814,120.25671
路竹高中,路竹區,501224003,15,22.85493,120.25289
捷運信義國小站(1號出口),新興區,501201018,21,22.63108,120.31030
辛亥公有停車場,左營區,501207062,28,22.66469,120.31018
民族八德路口,新興區,501201023,28,22.63539,120.31341
阿公店森林公園,燕巢區,501228004,16,22.81139,120.34388
興達港情人碼頭,茄萣區,501217001,13,22.87902,120.21103
興達港立體停車場,茄萣區,501217002,10,22.87154,120.19391
蚵仔寮觀光魚市,梓官區,501213001,14,22.72712,120.25552
長庚醫院,鳥松區,501218009,16,22.65045,120.35778
海青工商,左營區,501207078,17,22.67443,120.28646
明德國小,左營區,501207081,14,22.68726,120.28948
福山國中,左營區,501207084,35,22.68125,120.31394
新莊國小,左營區,501207085,15,22.66886,120.30941
興仁國中,前鎮區,501208049,16,22.58682,120.31382
大義國中(翠華路側),左營區,501207091,16,22.67451,120.29316
捷運青埔站(1號出口)東側,橋頭區,501220001,18,22.74429,120.31788
阿公店水庫停車場,燕巢區,501228003,25,22.80144,120.35711
鳳東公園,鳳山區,501206072,15,22.62669,120.37981
高雄榮總,左營區,501207074,38,22.68003,120.32172
和春技術學院大發校區,大寮區,501219013,15,22.60659,120.42729
和春技術學院大寮校區,大寮區,501219011,15,22.63433,120.39166
岡山區戶政事務所,岡山區,501216012,15,22.79750,120.29459
海光兒童公園,鳳山區,501206074,14,22.63176,120.36814
新光國小(曾子路側),左營區,501207076,18,22.68048,120.30589
高雄監理所(武營),鳳山區,501206069,14,22.61425,120.33667
新甲國小,鳳山區,501206070,15,22.61274,120.34035
五福仁德街口,前金區,501205023,15,22.62279,120.29949
中華藝校(美術東一路),鼓山區,501209027,19,22.65603,120.28881
青海鼓山路口,鼓山區,501209034,15,22.65173,120.27629
明誠高中(華寧路),鼓山區,501209041,16,22.66748,120.29228
厚泰公有停車場西側,鼓山區,501209044,15,22.64616,120.27870
國立鳳新高中(新康街),鳳山區,501206067,39,22.61417,120.34401
瑞豐國中,前鎮區,501208050,20,22.60910,120.33057
一號船渠景觀橋,鼓山區,501209036,16,22.62079,120.27013
鼓山國小(臨海二路),鼓山區,501209042,15,22.62329,120.27155
鼓山鼓山一路119巷口,鼓山區,501209045,16,22.62785,120.27937
大灣國中,仁武區,501214012,15,22.67661,120.34195
捷運後驛站(2號出口),三民區,501203050,46,22.64818,120.30351
捷運大東站(2號出口),鳳山區,501206063,20,22.62521,120.36261
鳳凌廣場,鳳山區,501206064,14,22.62340,120.35595
曹公圳公園,鳳山區,501206071,16,22.62033,120.36016
高雄市圖書館總館,前鎮區,501208059,29,22.61061,120.30210
中山大學海工館,鼓山區,501209040,31,22.62875,120.26259
七賢河東路口,前金區,501205022,15,22.63029,120.28729
協和曹公路口,鳳山區,501206087,21,22.63065,120.35756
精華公園,三民區,501203076,16,22.64232,120.29924
武漢里活動中心,鳳山區,501206073,11,22.61098,120.33605
八仙公園,鳳山區,501206075,15,22.61557,120.35475
北昌北昌三街口,鳳山區,501206081,17,22.64518,120.37258
中正預校,鳳山區,501206083,27,22.607115,120.358669
文山高中,鳥松區,501218006,15,22.64843,120.35398
仁武區運動公園,仁武區,501214015,15,22.70363,120.34514
鳳山公園,鳳山區,501206077,15,22.59456,120.35774
橋頭地方法院(新中五街),橋頭區,501220005,11,22.73747,120.30420
富國公園,左營區,501207080,16,22.66388,120.30671
介壽先鋒路口東南側,左營區,501207088,15,22.68124,120.28281
捷運草衙站(1號出口),前鎮區,501208035,28,22.57953,120.32902
九曲堂火車站(前站),大樹區,501226003,32,22.65679,120.42084
岡山車站,岡山區,501216020,34,22.79290,120.29921
岡山高中,岡山區,501216005,30,22.79695,120.29085
過埤兒童公園,鳳山區,501206084,16,22.59275,120.36051
小港醫院,小港區,501212024,29,22.56772,120.36281
檨仔林埤濕地公園,三民區,501203077,15,22.67084,120.32478
瑞祥高中(凱旋四路),前鎮區,501208047,30,22.60311,120.32405
新莊高中,左營區,501207077,29,22.68096,120.31749
新民國小,左營區,501207082,16,22.67638,120.31262
文府國中,左營區,501207086,15,22.69150,120.31612
華夏西北扶輪公園(華夏路側),左營區,501207089,11,22.68662,120.31233
五甲社區活動中心,鳳山區,501206080,15,22.61514,120.34825
班超公園,前鎮區,501208055,20,22.60096,120.32557
高雄市文化中心(廣州一街),苓雅區,501202045,28,22.62498,120.31697
捷運小港站(4號出口),小港區,501212016,27,22.56479,120.35366
中山大學社科院,鼓山區,501209039,30,22.62617,120.26504
臨海兒童公園,小港區,501212022,16,22.55820,120.33553
財政部高雄國稅局,苓雅區,501202054,15,22.62303,120.31759
光華公園,前鎮區,501208033,41,22.60855,120.31644
金獅湖,三民區,501203055,28,22.66510,120.32167
鼎金國小,三民區,501203059,26,22.65617,120.32276
前鎮國中,前鎮區,501208043,16,22.58311,120.32035
五甲公園,前鎮區,501208044,15,22.59553,120.32199
美都公園,三民區,501203070,15,22.64657,120.28902
捷運美麗島站(9號出口),新興區,501201017,27,22.63252,120.30203
文藻外語大學,三民區,501203056,22,22.67117,120.32095
捷運美麗島站(7號出口),新興區,501201021,15,22.63143,120.30343
捷運美麗島站(6號出口),新興區,501201022,16,22.63111,120.30431
河北立德街口,三民區,501203078,16,22.63553,120.29494
八卦休閒公園,仁武區,501214013,16,22.69011,120.33742
捷運衛武營站(3號出口),苓雅區,501202051,28,22.62494,120.34111
輕軌旅運中心站,苓雅區,501202044,20,22.61280,120.29210
朝陽寺,前鎮區,501208042,16,22.57751,120.32204
鼓山分局新濱派出所,鼓山區,501209028,28,22.62226,120.27547
凹子底森林公園(至聖路),鼓山區,501209031,30,22.65961,120.29684
新光成功路口,前鎮區,501208032,34,22.61030,120.29925
四維公園,苓雅區,501202043,21,22.61572,120.29909
正義市場,苓雅區,501202046,25,22.63122,120.33858
翠平公園,小港區,501212018,19,22.57001,120.33575
陽明公園,三民區,501203067,13,22.64536,120.34127
空中大學,小港區,501212020,15,22.56657,120.34550
金獅湖橋,三民區,501203068,15,22.66633,120.32522
國際商工,苓雅區,501202048,20,22.62101,120.32574
光武國小,三民區,501203069,16,22.63819,120.33464
博愛同盟路口,三民區,501203051,24,22.65275,120.30389
舊鐵橋生態公園,大樹區,501226001,15,22.664580,120.427200
捷運中央公園站(1號出口),前金區,501205025,40,22.62393,120.30104
高雄市文化中心(和平一路),苓雅區,501202041,28,22.62520,120.31970
高雄市立大同醫院,前金區,501205021,15,22.62755,120.29684
輕軌軟體園區站,前鎮區,501208051,30,22.60517,120.30069
高雄高工,三民區,501203058,44,22.65038,120.32563
義民廟,三民區,501203061,16,22.64249,120.33367
中鋼台船,小港區,501212023,27,22.55414,120.34757
陽明溜冰場,三民區,501203075,15,22.64313,120.33954
民族車站,三民區,501203047,25,22.63883,120.31512
鼎山大順路口,三民區,501203063,16,22.65308,120.31874
高雄市社教館,小港區,501212014,21,22.56520,120.35862
明堤公園,三民區,501203074,27,22.66292,120.31220
建國林森路口,三民區,501203080,21,22.63752,120.30496
高雄車站(建國二路),三民區,501203072,18,22.63782,120.30367
輕軌凱旋瑞田站,前鎮區,501208061,21,22.59916,120.31989
輕軌凱旋中華站,前鎮區,501208052,16,22.59352,120.31129
高雄中學(東側),三民區,501203053,26,22.63794,120.29875
平和路公共停車場,小港區,501212017,28,22.56274,120.33546
公二公園,三民區,501203062,15,22.63605,120.34341
鳳儀書院,鳳山區,501206076,15,22.62748,120.35976
高雄車站(九如二路),三民區,501203071,37,22.64126,120.30193
岡山國中(岡燕路),岡山區,501216003,15,22.79171,120.30389
岡山文化中心停車場,岡山區,501216016,15,22.78437,120.29733
四維行政中心(四維三路),苓雅區,501202040,45,22.61996,120.31145
高餐大附中,小港區,501212013,23,22.56627,120.37218
中鋼會館,前鎮區,501208041,15,22.60411,120.30253
同盟博愛路口,三民區,501203064,16,22.65163,120.30200
清豐土庫路口,楠梓區,501210045,16,22.73629,120.33146
中崙國中,鳳山區,501206078,16,22.60223,120.35337
牛潮埔公園,鳳山區,501206079,16,22.64632,120.37048
捷運楠梓加工出口區站(1號出口),楠梓區,501210034,42,22.71857,120.30616
高雄大學,楠梓區,501210039,29,22.73263,120.28425
鳳山區第二衛生所,鳳山區,501206054,17,22.59383,120.33303
楠梓國小,楠梓區,501210009,14,22.73277,120.32813
高雄少年及家事法院,楠梓區,501210012,15,22.73101,120.33545
臺灣高雄少年及家事法院(常順街),楠梓區,501210044,16,22.73261,120.33512
高雄市立圖書館右昌分館,楠梓區,501210038,17,22.71558,120.29021
高雄市區監理所,楠梓區,501210041,15,22.73113,120.31704
中華民國空軍第三後勤指揮部,岡山區,501216017,15,22.78448,120.27589
航空教育展示館,岡山區,501216018,10,22.79462,120.27131
台灣滷味博物館停車場,岡山區,501216019,10,22.81849,120.26778
土庫清豐二路口東北側,楠梓區,501210008,28,22.73624,120.33012
鳳山行政中心東側,鳳山區,501206066,56,22.62974,120.34433
秀群加宏路口東側,楠梓區,501210031,18,22.71873,120.29880
岡山和平公園,岡山區,501216009,15,22.797826,120.302277
國立高雄科技大學第一校區,楠梓區,501210037,20,22.75270,120.33139
捷運高雄國際機場站(1號出口),小港區,501212015,28,22.56942,120.34373
捷運後勁站(1號出口),楠梓區,501210043,17,22.72254,120.31640
捷運前鎮高中站(1號出口),前鎮區,501208038,24,22.58815,120.32193
岡山河堤公園(仁義路側),岡山區,501216013,15,22.78609,120.29510
勵志新城(岡山路側),岡山區,501216015,19,22.79048,120.29611
大昌春陽街口,三民區,501203049,27,22.64712,120.33200
捷運衛武營(5號出口),苓雅區,501202031,15,22.62573,120.34232
正義車站,苓雅區,501202032,20,22.63398,120.34317
步道公園,小港區,501212019,16,22.564751,120.331480
桂陽公園,小港區,501212021,32,22.58196,120.35060
市立中山高級中學(藍田路側),楠梓區,501210040,52,22.72736,120.29195
高雄都會公園(德民路側),楠梓區,501210020,15,22.73099,120.31599
後勁公園,楠梓區,501210021,19,22.72369,120.31642
鳳陽社區,鳳山區,501206029,14,22.61989,120.37332
鳳西運動公園(五權南路),鳳山區,501206051,15,22.621869,120.352755
林園區衛生所,林園區,501215004,14,22.5081,120.39472
後庄國小,大寮區,501219010,15,22.63742,120.38971
公園大成街口,鹽埕區,501204004,14,22.619511,120.287158
鹽埕區敬老亭,鹽埕區,501204005,16,22.63168,120.28533
惠民里集會所,楠梓區,501210013,15,22.73217,120.32287
仁昌里公園,楠梓區,501210015,15,22.72223,120.29432
加昌國小(智群路側),楠梓區,501210017,14,22.71991,120.29794
榮新加昌路口南側,楠梓區,501210018,14,22.71437,120.29733
哨船頭公園,鼓山區,501209025,15,22.61845,120.26877
老爺公園,鳳山區,501206022,10,22.60561,120.34384
過勇頂庄路口,鳳山區,501206043,15,22.588446,120.362695
歡樂17停車場,楠梓區,501210003,15,22.71038,120.29273
藍田公園(高雄大學路側),楠梓區,501210007,15,22.72868,120.28499
楠陽國小,楠梓區,501210011,15,22.72495,120.32998
王公國小,林園區,501215005,16,22.5056396,120.3886269
科工館車站,苓雅區,501202033,40,22.637029,120.326333
捷運大寮站(1號出口),大寮區,501219003,30,22.62075,120.3907
仁慈公園,仁武區,501214005,16,22.671871,120.357746
承德公園,仁武區,501214007,12,22.6846057,120.3424083
八卦國小,仁武區,501214008,14,22.6898618,120.332586
八德停車場,仁武區,501214009,13,22.681023,120.340181
右昌國中,楠梓區,501210033,14,22.71328,120.28675
高楠五高楠四街口,仁武區,501214010,10,22.6921003,120.3244006
文中二公園,大社區,501222002,14,22.73412,120.35125
金龍路46巷,大社區,501222003,10,22.7290485,120.3536578
古文物公園,仁武區,501214002,15,22.6789356,120.3453803
慈惠公園,仁武區,501214003,15,22.6763956,120.3478232
捷運楠梓加工區站(2號出口),楠梓區,501210023,22,22.71834,120.30671
翠屏里活動中心(德賢路530巷口),楠梓區,501210024,15,22.72715,120.30192
楠梓高中,楠梓區,501210027,61,22.74456,120.33130
林園行政中心,林園區,501215001,14,22.51305,120.39468
幸福公園,林園區,501215002,17,22.500539,120.3947778
中芸國小,林園區,501215003,20,22.48822,120.39583
後備指揮部,仁武區,501214001,13,22.6722145,120.3313256
正修科技大學東側,鳥松區,501218001,20,22.6493381,120.3508555
大埤調洪公園,鳥松區,501218002,15,22.651472,120.339795
大華里民活動中心,鳥松區,501218003,18,22.6553456,120.3409911
南正兒童公園,鳳山區,501206048,15,22.5993568,120.3313158
五甲國小,鳳山區,501206049,11,22.598004,120.333952
後庄車站,大寮區,501219009,22,22.63989,120.39018
楠梓區公所,楠梓區,501210010,15,22.7287,120.32639
燕巢區公所,燕巢區,501228001,14,22.7881,120.36242
兒二公園,燕巢區,501228002,10,22.79306,120.36643
捷運都會公園站(3號出口),楠梓區,501210019,25,22.73046,120.321
五甲公園南側,鳳山區,501206037,20,22.592467,120.323164
自強南進三街口,鳳山區,501206039,19,22.590363,120.329551
正義里活動中心,鳳山區,501206040,15,22.60265,120.34013
山頂國小,大寮區,501219004,16,22.60766,120.38841
中庄國中,大寮區,501219006,24,22.63684,120.40186
新光高中,大寮區,501219007,20,22.6348,120.3901
翁公園,大寮區,501219008,18,22.6215,120.40695
文福兒童公園,鳳山區,501206044,16,22.636717,120.346691
文德國小,鳳山區,501206045,14,22.64055,120.352689
高雄市救國團,前金區,501205018,18,22.62878,120.29443
南和公園,鳳山區,501206019,20,22.59639,120.33545
觀音牛路巷公園,大社區,501222001,11,22.7276649,120.3510808
捷運鳳山西站(2號出口),鳳山區,501206032,60,22.6253057,120.3485009
和德街公園,鳳山區,501206033,15,22.6184166,120.3609758
五甲國中,鳳山區,501206034,19,22.599438,120.328104
福誠國小,鳳山區,501206036,18,22.597344,120.325277
前鎮區公所,前鎮區,501208026,21,22.5871,120.31801
獅甲社區(興仁國中棒球場),前鎮區,501208029,15,22.60203,120.30339
國立鳳新高中(新富路),鳳山區,501206017,40,22.61298,120.34292
鳳西羽球館西北側,鳳山區,501206031,20,22.623801,120.3522822
安化門遺址,鳳山區,501206026,18,22.62147,120.3575
普同精舍,楠梓區,501210025,14,22.72754,120.29801
清豐公有停車場,楠梓區,501210029,13,22.73786,120.32761
右昌元帥府,楠梓區,501210032,15,22.71077,120.2894
濱海臨海路口(西南側),鼓山區,501209024,22,22.62364,120.26987
瑞隆東同明街口,鳳山區,501206021,15,22.60631,120.34314
頂庄頂明路口,鳳山區,501206056,10,22.5885144,120.3551263
惠民公有停車場,楠梓區,501210014,15,22.72336,120.29414
南和保安一街口,鳳山區,501206052,15,22.592114,120.336876
富新國慶九街口,鳳山區,501206053,12,22.58855,120.3402
楠梓和平公園,楠梓區,501210022,15,22.72233,120.31245
黃埔公園,鳳山區,501206027,15,22.62272,120.368188
光華安寧街口,鳳山區,501206030,15,22.62051,120.35452
高鐵重信路口東側,左營區,501207059,19,22.68634,120.3083
