name,area,id,total_space,lat,lng
捷運世運站(2號出口),楠梓區,501210001,20,22.7023,120.30228
七號公園(加昌路側),楠梓區,501210004,20,22.7148,120.29619
加昌兒童遊戲場,楠梓區,501210005,20,22.71832,120.29659
福誠高中,鳳山區,501206038,32,22.58926,120.32307
瑞興國小(博愛路),鳳山區,501206041,15,22.62994,120.36911
五甲南榮兒童公園,鳳山區,501206047,14,22.6011747,120.333953
五福公園,鳳山區,501206050,14,22.588539,120.327786
五甲社區公園,鳳山區,501206023,18,22.61664,120.34883
國光安寧街口,鳳山區,501206025,16,22.61832,120.35352
青海九如路口(東北側),鼓山區,501209021,14,22.65182,120.27927
鳳山運動公園,鳳山區,501206016,18,22.61674,120.34077
保安濕地公園,鳳山區,501206018,14,22.59271,120.35302
衛武營公園,鳳山區,501206020,17,22.61719,120.34439
捷運技擊館站(1號出口),苓雅區,501202030,23,22.62781,120.33361
瑞竹兒童公園,鳳山區,501206014,15,22.6257,120.36999
捷運大東站(1號出口),鳳山區,501206015,50,22.62549,120.36326
第六河川局,岡山區,501216007,17,22.79039,120.28733
皮克尼克公園,鼓山區,501209019,25,22.65438,120.28801
鼓山高中,鼓山區,501209020,20,22.65136,120.27503
中華復興路口(西南側),前鎮區,501208027,30,22.60619,120.30437
正興公有停車場,三民區,501203048,16,22.6463,120.319
捷運油廠國小站(2號出口),楠梓區,501210002,20,22.70913,120.30199
捷運五塊厝站(4號出口),苓雅區,501202029,30,22.62925,120.32791
岡山公園(壽華路側),岡山區,501216004,15,22.79684,120.29312
仁壽橋(溪東路側),岡山區,501216006,18,22.79372,120.29070
仁壽橋(阿公店路二段側),岡山區,501216008,13,22.79450,120.28989
果峰果峰街50巷口北側,左營區,501207056,16,22.67052,120.28720
蓮池潭兒童公園南區停車場,左營區,501207058,19,22.68643,120.30241
管仲沱江街口,前鎮區,501208028,16,22.60632,120.31198
翠峰果峰街12巷口東側,左營區,501207057,20,22.67196,120.28909
青海美術東二路口(西北側),鼓山區,501209016,29,22.65145,120.28775
美術東四美術東七街口(東北側),鼓山區,501209017,13,22.66205,120.29041
五甲社區公有停車場,鳳山區,501206024,15,22.61518,120.35009
瑞興兒童公園,鳳山區,501206028,17,22.62876,120.36707
中華一路161巷口,鼓山區,501209014,12,22.66309,120.29286
果貿公有市場西側,左營區,501207047,17,22.66895,120.28725
逢甲翠華路397巷口(東南側),鼓山區,501209015,15,22.66316,120.28422
福德公有停車場,苓雅區,501202026,30,22.63288,120.32789
凹子底森林公園(龍德路側),鼓山區,501209011,25,22.66042,120.29724
凹子底森林公園(明誠三路側),鼓山區,501209012,21,22.66099,120.29911
福康國小,苓雅區,501202027,15,22.61916,120.33062
正心公園,苓雅區,501202028,13,22.63419,120.33264
華榮慶豐路口,鼓山區,501209013,15,22.66789,120.29571
環球影城(大順三路),苓雅區,501202025,14,22.63224,120.32529
鳳山行政中心,鳳山區,501206013,18,22.62952,120.34266
行仁行禮街口,苓雅區,501202022,14,22.62596,120.34327
中華興中路口(東南角),苓雅區,501202023,15,22.61456,120.30177
四維行政大樓,苓雅區,501202024,15,22.62138,120.31248
捷運五塊厝站(2號出口),苓雅區,501202019,17,22.62977,120.32717
武廟市場停車場,苓雅區,501202020,16,22.62908,120.33182
曹公國小,鳳山區,501206012,20,22.62804,120.35726
捷運鹽埕埔站(1號出口),鹽埕區,501204003,44,22.62290,120.28334
三信家商,苓雅區,501202021,28,22.62214,120.32928
捷運巨蛋站(4號出口),左營區,501207046,18,22.66740,120.30349
明誠富民路口(路口四處),左營區,501207044,21,22.66120,120.30540
勝利國小(南屏路側),左營區,501207045,20,22.67220,120.29470
民康兒童公園,鼓山區,501209007,15,22.66201,120.29435
捷運凹子底站(4號出口),鼓山區,501209008,86,22.65938,120.30286
永芳公園,大寮區,501219001,14,22.60783,120.39459
美術東四美術北五街口(北側),鼓山區,501209009,20,22.66429,120.29039
內惟公園(新疆路側),鼓山區,501209010,14,22.65649,120.27758
左營區公所,左營區,501207042,16,22.68979,120.29516
明潭蓮潭路口東側,左營區,501207043,18,22.69000,120.29918
慈惠醫院,大寮區,501219002,19,22.63868,120.39751
民權永富街口,苓雅區,501202016,17,22.61767,120.31399
華立兒童公園,小港區,501212012,13,22.56402,120.36853
公務人力發展中心(政德路側),左營區,501207041,35,22.67770,120.30034
民族大昌路口,三民區,501203046,22,22.65899,120.31555
福居兒童遊戲場,苓雅區,501202017,20,22.62085,120.33448
金馬公有停車場,苓雅區,501202018,21,22.62373,120.33402
凱旋同慶路口(西南角),苓雅區,501202014,18,22.62775,120.32236
文澄兒童公園,鳳山區,501206009,17,22.64390,120.35357
文福文化西路口,鳳山區,501206010,15,22.63393,120.34555
高雄市衛生局,苓雅區,501202015,16,22.62620,120.32549
醒村(後門),岡山區,501216001,18,22.78321,120.28477
河華岡山路口南側,岡山區,501216002,13,22.80149,120.29199
保安休憩公園,鳳山區,501206011,14,22.59811,120.34407
復華高中,苓雅區,501202013,17,22.62107,120.31325
博愛大順路口,鼓山區,501209005,18,22.65588,120.30321
小鹿公園,鼓山區,501209006,19,22.65729,120.29128
河南二路75號北側,前金區,501205015,9,22.63574,120.29651
三民高中西側,三民區,501203043,38,22.66349,120.32628
明誠聯興路口,三民區,501203044,29,22.65978,120.31358
明誠裕國街口,鼓山區,501209004,15,22.66104,120.29351
軍校海功路口西側,左營區,501207040,15,22.69340,120.29234
熱河自由路口,三民區,501203045,18,22.64353,120.30933
苓雅中正國小,苓雅區,501202012,20,22.63027,120.33330
左營忠信路8巷口西側,左營區,501207038,20,22.67620,120.28672
左營左營大路6巷口西側,左營區,501207039,20,22.67897,120.28721
褒揚廣場,三民區,501203042,17,22.64178,120.33952
光復三市中路口,前金區,501205014,23,22.62335,120.29234
正道公園,苓雅區,501202011,15,22.63461,120.33539
鳳山區公所,鳳山區,501206008,17,22.62746,120.36255
龍華國小,鼓山區,501209002,20,22.65493,120.29745
高雄市勞工局,前鎮區,501208024,21,22.58819,120.32174
漢民公園(漢民路),小港區,501212011,30,22.56676,120.35810
泰順河南路口,苓雅區,501202009,16,22.63192,120.31984
捷運衛武營站(4號出口),苓雅區,501202010,22,22.62499,120.34177
文萊崇德路口西北側,左營區,501207037,16,22.67689,120.30213
明誠馬卡道路口(東南側),鼓山區,501209003,14,22.66249,120.28539
博愛九如二路(東北側),三民區,501203040,24,22.641376,120.30299
前金國中,前金區,501205013,21,22.63056,120.29036
高雄宏平郵局,小港區,501212010,12,22.56992,120.35963
捷運巨蛋站(2號出口),鼓山區,501209001,40,22.66483,120.30310
民族一路543巷口,三民區,501203041,25,22.66676,120.31469
鎮北國小,鳳山區,501206007,16,22.64290,120.36867
中正高中,苓雅區,501202007,19,22.62618,120.33826
皓東路17巷口,三民區,501203039,15,22.64902,120.33114
中山青年路口西北側,前金區,501205012,20,22.62031,120.30198
高雄師範大學(學生宿舍),苓雅區,501202004,42,22.62664,120.31948
高雄師範大學(活動中心),苓雅區,501202005,26,22.62388,120.32054
自來水公園,苓雅區,501202006,16,22.62758,120.31492
捷運鳳山國中站(1號出口),鳳山區,501206005,35,22.62453,120.37099
鳳山商工(文衡路),鳳山區,501206006,20,22.63628,120.35678
苓雅國中,苓雅區,501202003,30,22.61855,120.30719
陽明網球中心,三民區,501203034,23,22.64544,120.33952
寶華兒童公園,三民區,501203035,17,22.63830,120.34134
大順九如路口,三民區,501203036,22,22.63933,120.32779
高雄市立正興國民中學,三民區,501203037,20,22.64394,120.31984
高雄市立民族國民中學西北側,三民區,501203038,15,22.640628,120.332198
鹽埕國中,鹽埕區,501204002,13,22.62255,120.28800
文山兒童四公園,鳳山區,501206004,22,22.64076,120.35027
中山國中(漢民路),小港區,501212009,17,22.56675,120.35482
捷運文化中心站(2號出口),苓雅區,501202002,27,22.63015,120.31772
高雄國際會議中心,鹽埕區,501204001,25,22.62617,120.28624
捷運後驛站(1號出口南側),三民區,501203028,25,22.64739,120.30317
建民公園,三民區,501203029,33,22.64650,120.31787
五福自強路口東南側,前金區,501205010,14,22.62165,120.29695
高雄女中,前金區,501205011,30,22.62085,120.29267
三民高中東側,三民區,501203030,30,22.66068,120.32856
鼎金國民中學,三民區,501203031,17,22.65597,120.32071
獅湖國小,三民區,501203032,19,22.67263,120.32132
鼎泰廣場公園,三民區,501203033,27,22.66437,120.31610
捷運鳳山站(1號出口),鳳山區,501206003,46,22.62581,120.35610
三民家商(裕誠路側),左營區,501207035,25,22.66590,120.30235
大裕昌富街口,三民區,501203027,15,22.65704,120.32870
台鐵鳳山站(曹公路),鳳山區,501206001,48,22.63199,120.35776
清湖公園,鳳山區,501206002,18,22.64418,120.34977
捷運中央公園站(3號出口),新興區,501201016,26,22.62684,120.30152
高雄科技大學東北側,三民區,501203025,51,22.65175,120.32845
鼎中路199巷口,三民區,501203026,15,22.66334,120.31920
高雄公園(中山四路),小港區,501212005,15,22.56934,120.34667
大業北二苓路口,小港區,501212006,15,22.56574,120.34600
合作公園(金城路),小港區,501212007,16,22.58215,120.36570
合作公園(勝安街),小港區,501212008,12,22.58215,120.36422
新莊華夏路口北側,左營區,501207033,21,22.67300,120.29797
三民家商(南屏路側),左營區,501207034,24,22.66640,120.30021
中山五福路口西北側,前金區,501205009,25,22.62342,120.30098
博愛明華路口東北側,左營區,501207036,15,22.66319,120.30336
裕誠富民路口東北側,左營區,501207031,16,22.66566,120.30557
捷運後驛站(3號出口),三民區,501203023,18,22.64929,120.30347
正興國小,三民區,501203024,17,22.64599,120.32812
大義國中(城峰路側),左營區,501207032,16,22.67510,120.29093
中正民族路口(東南角),苓雅區,501202001,14,22.63044,120.31367
義德公園,三民區,501203021,20,22.64437,120.33531
三民公園南側,三民區,501203022,19,22.64541,120.30416
捷運生態園區站(2號出口),左營區,501207030,50,22.67710,120.30659
七賢自強路口東北側,前金區,501205008,15,22.63225,120.29286
捷運巨蛋站(5號出口),左營區,501207028,60,22.66730,120.30317
捷運中央公園站(2號出口),新興區,501201015,25,22.62389,120.30124
十全民族路口,三民區,501203019,15,22.64480,120.31471
捷運後驛站(1號出口北側),三民區,501203020,20,22.64826,120.30313
高雄醫學大學,三民區,501203017,68,22.64899,120.31024
民族九如路口,三民區,501203018,18,22.63998,120.31376
國立科學工藝博物館,三民區,501203016,17,22.64180,120.32105
捷運美麗島站(2號出口),新興區,501201002,40,22.63035,120.30175
捷運美麗島站(5號出口),新興區,501201003,23,22.63118,120.30310
捷運美麗島站(10號出口),新興區,501201001,23,22.63213,120.30212
七賢洛陽街口,新興區,501201004,15,22.63416,120.30945
時代大道中華路口(西北側),前鎮區,501208001,34,22.59675,120.30825
捷運凱旋站(3號出口),前鎮區,501208002,29,22.59760,120.31418
捷運凱旋站(2號出口),前鎮區,501208003,24,22.59673,120.31570
前鎮地政事務所,前鎮區,501208004,12,22.58723,120.31874
捷運生態園區站(1號出口),左營區,501207001,44,22.67604,120.30631
中山七賢路口西南側,新興區,501201005,19,22.63422,120.30209
中山八德路口西南側,新興區,501201006,28,22.63565,120.30219
新興高中,新興區,501201007,19,22.62399,120.30346
新興公園西南側,新興區,501201008,25,22.63601,120.31219
中正和平路口西北側,新興區,501201009,20,22.63041,120.31771
六合錦田路口,新興區,501201010,10,22.63235,120.31097
微笑公園(文奇路側),左營區,501207002,17,22.67424,120.30936
博愛文奇路口南側,左營區,501207003,27,22.67316,120.30478
左營分局新莊派出所,左營區,501207004,10,22.66827,120.31163
重愛公園(文慈路側),左營區,501207005,17,22.68340,120.31839
微笑公園(崇德路8巷口),左營區,501207006,15,22.67312,120.30957
微笑公園(新庄仔路545巷口),左營區,501207007,19,22.67102,120.31370
同安德昌路口,前鎮區,501208005,15,22.58341,120.31735
前鎮國中(草衙一路),前鎮區,501208006,21,22.58380,120.32214
捷運草衙站(4號出口),前鎮區,501208007,30,22.58064,120.32795
港壽崇安街口,前鎮區,501208008,17,22.57187,120.33082
后安停車場,前鎮區,501208009,30,22.57336,120.32220
紅毛港國小,前鎮區,501208010,15,22.58441,120.33454
高雄文學館,前金區,501205001,17,22.62572,120.29765
建國同愛街口西北側,三民區,501203001,20,22.63791,120.30047
市立高雄高級中學,三民區,501203002,23,22.63798,120.29750
建國同愛街口東側,三民區,501203003,19,22.63773,120.30137
河北二中華三路口,三民區,501203004,16,22.63510,120.29377
河濱國小,三民區,501203005,20,22.63499,120.28741
河東路建國三路口,三民區,501203006,15,22.63392,120.28585
中華遼北街口,三民區,501203007,15,22.64712,120.29153
建國錦田路口西北側,三民區,501203008,16,22.63749,120.31052
捷運信義國小站(5號出口),新興區,501201011,22,22.63073,120.31292
高雄市財稅行政大樓,新興區,501201012,18,22.63069,120.30977
捷運市議會站(2號出口),前金區,501205002,33,22.62833,120.29410
東金公園,前金區,501205003,19,22.63131,120.29409
新光自強路口,前鎮區,501208011,37,22.61065,120.30084
凱歌憲政路口,三民區,501203009,14,22.63601,120.31803
榮德公園,左營區,501207008,18,22.68481,120.32105
福山國小,左營區,501207009,20,22.68425,120.31596
民裕鄭和南路口(西南側),前鎮區,501208012,30,22.60673,120.31428
華夏西北扶輪公園(重愛路側),左營區,501207010,15,22.68754,120.31303
文藻外語大學正門,左營區,501207011,16,22.67088,120.31805
博愛重立路口南側,左營區,501207012,15,22.67963,120.30897
遼寧哈爾濱街口,三民區,501203010,33,22.64287,120.29939
文興公園,三民區,501203011,15,22.63902,120.28607
三民國小,三民區,501203012,17,22.63658,120.29190
宏平大鵬路口,小港區,501212001,16,22.56976,120.35799
重仁兒童遊戲場(重仁路50巷口),左營區,501207013,20,22.68831,120.31640
幸福公園(高鐵路側),左營區,501207014,20,22.68965,120.31123
復興民權街口,新興區,501201013,22,22.62418,120.30883
忠孝公園,新興區,501201014,19,22.62717,120.30575
博愛明誠路口東南側,左營區,501207015,16,22.66035,120.30322
龍華國中(靠近自由二路6巷口),左營區,501207016,25,22.65863,120.30905
明誠自由路口(路口三處),左營區,501207017,23,22.66107,120.30909
光興裕誠路口東南側,左營區,501207018,15,22.66398,120.31172
裕誠裕誠472巷口(東西2側),左營區,501207019,18,22.66579,120.30434
捷運獅甲站(4號出口),前鎮區,501208013,27,22.60619,120.30765
捷運獅甲站(3號出口),前鎮區,501208014,19,22.60659,120.30799
前鎮西甲敬老亭,前鎮區,501208015,15,22.60744,120.30784
中正高工(汕頭街口),前鎮區,501208016,22,22.61017,120.31735
裕誠富國路口(路口二處),左營區,501207020,19,22.66536,120.30713
自由自由三路101巷口西北側,左營區,501207021,15,22.67071,120.31059
微笑公園(天祥二路側),左營區,501207022,23,22.66881,120.31365
三塊厝車站,三民區,501203013,24,22.63960,120.29472
福山廣場(博愛四路側),左營區,501207023,16,22.68507,120.31407
重平兒童遊戲場,左營區,501207024,20,22.68437,120.31128
自由二路6巷至聖路口東側,左營區,501207025,14,22.65929,120.31156
崗山仔公園,前鎮區,501208017,15,22.60585,120.33740
堯山延慶街口,三民區,501203014,16,22.64331,120.31648
山東承德街口,三民區,501203015,12,22.64264,120.31147
河南自強路口,前金區,501205004,17,22.63410,120.29167
自強民生路口西北側,前金區,501205005,22,22.62561,120.29516
建國國小,前金區,501205006,20,22.63168,120.29770
中正瑞源路口西南側,前金區,501205007,12,22.62977,120.29750
原生植物園(靠高鐵路側),左營區,501207026,16,22.68280,120.30320
舊城國小(蓮潭路側),左營區,501207027,18,22.68280,120.29241
高雄廣澤郵局,前鎮區,501208018,15,22.61590,120.31059
25號綠地公園,前鎮區,501208019,16,22.61641,120.31578
中正高工(黃埔街口),前鎮區,501208020,21,22.61155,120.31779
台鋁廣場,前鎮區,501208021,17,22.60430,120.30373
瑞北停車場,前鎮區,501208022,15,22.60892,120.32972
瑞祥高中,前鎮區,501208023,30,22.60170,120.32528
捷運小港站(2號出口),小港區,501212002,14,22.56413,120.35460
捷運小港站(1號出口),小港區,501212003,15,22.56380,120.35461
德平街兒童遊戲場,小港區,501212004,16,22.56417,120.34968
